id,team_fifa_api_id,team_api_id,date,buildUpPlaySpeed,buildUpPlaySpeedClass,buildUpPlayDribbling,buildUpPlayDribblingClass,buildUpPlayPassing,buildUpPlayPassingClass,buildUpPlayPositioningClass,chanceCreationPassing,chanceCreationPassingClass,chanceCreationCrossing,chanceCreationCrossingClass,chanceCreationShooting,chanceCreationShootingClass,chanceCreationPositioningClass,defencePressure,defencePressureClass,defenceAggression,defenceAggressionClass,defenceTeamWidth,defenceTeamWidthClass,defenceDefenderLineClass,attack_score,defence_score,overall_custom
397,452,8558,2012-02-22 00:00:00,46,Balanced,49.0,Little,44.0,Mixed,Organised,52.0,Normal,60.0,Normal,40.0,Normal,Organised,37,Medium,40.0,Press,45.0,Normal,Cover,50.666666666666664,40.666666666666664,45.666666666666664
398,452,8558,2013-09-20 00:00:00,50,Balanced,49.0,Little,44.0,Mixed,Organised,52.0,Normal,60.0,Normal,40.0,Normal,Free Form,37,Medium,40.0,Press,45.0,Normal,Cover,50.666666666666664,40.666666666666664,45.666666666666664
399,452,8558,2014-09-19 00:00:00,50,Balanced,52.0,Normal,44.0,Mixed,Organised,52.0,Normal,60.0,Normal,40.0,Normal,Organised,37,Medium,40.0,Press,45.0,Normal,Cover,50.666666666666664,40.666666666666664,45.666666666666664
400,452,8558,2015-09-10 00:00:00,50,Balanced,52.0,Normal,44.0,Mixed,Organised,52.0,Normal,60.0,Normal,40.0,Normal,Free Form,37,Medium,40.0,Press,45.0,Normal,Cover,50.666666666666664,40.666666666666664,45.666666666666664
401,10020,7842,2013-09-20 00:00:00,66,Balanced,49.0,Little,52.0,Mixed,Organised,47.0,Normal,53.0,Normal,39.0,Normal,Free Form,46,Medium,49.0,Press,55.0,Normal,Cover,46.333333333333336,50.0,48.16666666666667
402,10020,7842,2014-09-19 00:00:00,66,Balanced,56.0,Normal,52.0,Mixed,Organised,47.0,Normal,53.0,Normal,39.0,Normal,Organised,46,Medium,49.0,Press,55.0,Normal,Cover,46.333333333333336,50.0,48.16666666666667
403,10020,7842,2015-09-10 00:00:00,59,Balanced,56.0,Normal,52.0,Mixed,Organised,47.0,Normal,53.0,Normal,39.0,Normal,Organised,46,Medium,49.0,Press,55.0,Normal,Cover,46.333333333333336,50.0,48.16666666666667
404,2013,6351,2011-02-22 00:00:00,50,Balanced,49.0,Little,55.0,Mixed,Organised,50.0,Normal,55.0,Normal,55.0,Normal,Organised,50,Medium,50.0,Press,55.0,Normal,Cover,53.333333333333336,51.666666666666664,52.5
405,7,8668,2010-02-22 00:00:00,60,Balanced,49.0,Little,65.0,Mixed,Organised,60.0,Normal,70.0,Lots,45.0,Normal,Organised,40,Medium,70.0,Double,40.0,Normal,Cover,58.333333333333336,50.0,54.16666666666667
406,7,8668,2011-02-22 00:00:00,60,Balanced,49.0,Little,50.0,Mixed,Organised,55.0,Normal,70.0,Lots,55.0,Normal,Organised,55,Medium,65.0,Press,60.0,Normal,Cover,60.0,60.0,60.0
407,7,8668,2012-02-22 00:00:00,56,Balanced,49.0,Little,56.0,Mixed,Organised,48.0,Normal,57.0,Normal,56.0,Normal,Organised,50,Medium,50.0,Press,60.0,Normal,Cover,53.666666666666664,53.333333333333336,53.5
408,7,8668,2013-09-20 00:00:00,58,Balanced,49.0,Little,62.0,Mixed,Organised,48.0,Normal,59.0,Normal,32.0,Little,Organised,41,Medium,44.0,Press,59.0,Normal,Cover,46.333333333333336,48.0,47.16666666666667
409,7,8668,2014-09-19 00:00:00,61,Balanced,34.0,Normal,42.0,Mixed,Organised,39.0,Normal,59.0,Normal,48.0,Normal,Organised,52,Medium,58.0,Press,60.0,Normal,Cover,48.666666666666664,56.666666666666664,52.666666666666664
410,7,8668,2015-09-10 00:00:00,43,Balanced,45.0,Normal,40.0,Mixed,Organised,39.0,Normal,33.0,Little,63.0,Normal,Organised,52,Medium,58.0,Press,59.0,Normal,Cover,45.0,56.333333333333336,50.66666666666667
411,111271,4087,2011-02-22 00:00:00,35,Balanced,49.0,Little,65.0,Mixed,Organised,50.0,Normal,65.0,Normal,65.0,Normal,Organised,45,Medium,55.0,Press,65.0,Normal,Cover,60.0,55.0,57.5
412,111271,4087,2012-02-22 00:00:00,53,Balanced,49.0,Little,44.0,Mixed,Organised,52.0,Normal,52.0,Normal,64.0,Normal,Organised,47,Medium,56.0,Press,50.0,Normal,Cover,56.0,51.0,53.5
413,111271,4087,2013-09-20 00:00:00,53,Balanced,49.0,Little,44.0,Mixed,Organised,52.0,Normal,52.0,Normal,64.0,Normal,Organised,47,Medium,56.0,Press,50.0,Normal,Cover,56.0,51.0,53.5
414,111271,4087,2014-09-19 00:00:00,61,Balanced,51.0,Normal,44.0,Mixed,Organised,52.0,Normal,61.0,Normal,48.0,Normal,Organised,47,Medium,56.0,Press,50.0,Normal,Cover,53.666666666666664,51.0,52.33333333333333
415,111271,4087,2015-09-10 00:00:00,58,Balanced,35.0,Normal,56.0,Mixed,Organised,52.0,Normal,61.0,Normal,51.0,Normal,Organised,47,Medium,43.0,Press,50.0,Normal,Cover,54.666666666666664,46.666666666666664,50.666666666666664
416,1971,10218,2011-02-22 00:00:00,73,Fast,49.0,Little,59.0,Mixed,Organised,77.0,Risky,33.0,Little,52.0,Normal,Organised,25,Deep,47.0,Press,33.0,Narrow,Cover,54.0,35.0,44.5
417,1971,10218,2012-02-22 00:00:00,47,Balanced,49.0,Little,52.0,Mixed,Organised,63.0,Normal,45.0,Normal,37.0,Normal,Organised,23,Deep,30.0,Contain,32.0,Narrow,Cover,48.333333333333336,28.333333333333332,38.333333333333336
418,1971,10218,2015-09-10 00:00:00,53,Balanced,41.0,Normal,69.0,Long,Organised,48.0,Normal,45.0,Normal,43.0,Normal,Organised,29,Deep,41.0,Press,36.0,Normal,Cover,45.333333333333336,35.333333333333336,40.333333333333336
419,79,8596,2010-02-22 00:00:00,70,Fast,49.0,Little,70.0,Long,Organised,60.0,Normal,70.0,Lots,70.0,Lots,Organised,60,Medium,70.0,Double,70.0,Wide,Cover,66.66666666666667,66.66666666666667,66.66666666666667
420,31,8722,2010-02-22 00:00:00,55,Balanced,49.0,Little,65.0,Mixed,Organised,65.0,Normal,40.0,Normal,60.0,Normal,Organised,45,Medium,55.0,Press,70.0,Wide,Cover,55.0,56.666666666666664,55.83333333333333
421,31,8722,2011-02-22 00:00:00,58,Balanced,49.0,Little,71.0,Long,Organised,42.0,Normal,39.0,Normal,50.0,Normal,Organised,40,Medium,40.0,Press,56.0,Normal,Cover,43.666666666666664,45.333333333333336,44.5
422,31,8722,2012-02-22 00:00:00,53,Balanced,49.0,Little,53.0,Mixed,Organised,57.0,Normal,44.0,Normal,57.0,Normal,Organised,43,Medium,55.0,Press,67.0,Wide,Cover,52.666666666666664,55.0,53.83333333333333
423,31,8722,2013-09-20 00:00:00,60,Balanced,49.0,Little,56.0,Mixed,Organised,57.0,Normal,44.0,Normal,57.0,Normal,Organised,43,Medium,55.0,Press,67.0,Wide,Cover,52.666666666666664,55.0,53.83333333333333
424,31,8722,2014-09-19 00:00:00,59,Balanced,53.0,Normal,57.0,Mixed,Organised,53.0,Normal,47.0,Normal,59.0,Normal,Organised,57,Medium,46.0,Press,54.0,Normal,Cover,53.0,52.333333333333336,52.66666666666667
425,31,8722,2015-09-10 00:00:00,59,Balanced,47.0,Normal,65.0,Mixed,Organised,57.0,Normal,36.0,Normal,71.0,Lots,Organised,42,Medium,56.0,Press,51.0,Normal,Cover,54.666666666666664,49.666666666666664,52.166666666666664
426,100626,6631,2015-09-10 00:00:00,39,Balanced,33.0,Little,62.0,Mixed,Organised,62.0,Normal,66.0,Normal,48.0,Normal,Organised,51,Medium,58.0,Press,55.0,Normal,Cover,58.666666666666664,54.666666666666664,56.666666666666664
427,1915,8674,2010-02-22 00:00:00,41,Balanced,49.0,Little,32.0,Short,Organised,40.0,Normal,47.0,Normal,69.0,Lots,Organised,30,Deep,30.0,Contain,30.5,Narrow,Cover,52.0,30.166666666666668,41.083333333333336
428,1915,8674,2011-02-22 00:00:00,51,Balanced,49.0,Little,39.0,Mixed,Organised,48.0,Normal,67.0,Lots,62.0,Normal,Organised,43,Medium,44.0,Press,49.0,Normal,Cover,59.0,45.333333333333336,52.16666666666667
429,1915,8674,2012-02-22 00:00:00,44,Balanced,49.0,Little,41.0,Mixed,Organised,48.0,Normal,64.0,Normal,42.0,Normal,Organised,49,Medium,47.0,Press,53.0,Normal,Cover,51.333333333333336,49.666666666666664,50.5
430,1915,8674,2013-09-20 00:00:00,44,Balanced,49.0,Little,44.0,Mixed,Organised,56.0,Normal,58.0,Normal,42.0,Normal,Organised,49,Medium,47.0,Press,53.0,Normal,Cover,52.0,49.666666666666664,50.83333333333333
431,1915,8674,2014-09-19 00:00:00,48,Balanced,42.0,Normal,38.0,Mixed,Organised,57.0,Normal,59.0,Normal,45.0,Normal,Organised,49,Medium,47.0,Press,53.0,Normal,Cover,53.666666666666664,49.666666666666664,51.666666666666664
432,1915,8674,2015-09-10 00:00:00,55,Balanced,32.0,Little,55.0,Mixed,Organised,57.0,Normal,59.0,Normal,54.0,Normal,Organised,49,Medium,47.0,Press,53.0,Normal,Cover,56.666666666666664,49.666666666666664,53.166666666666664
433,236,9773,2010-02-22 00:00:00,30,Slow,49.0,Little,30.0,Short,Free Form,60.0,Normal,60.0,Normal,60.0,Normal,Free Form,30,Deep,30.0,Contain,30.5,Narrow,Offside Trap,60.0,30.166666666666668,45.083333333333336
434,236,9773,2011-02-22 00:00:00,50,Balanced,49.0,Little,50.0,Mixed,Organised,50.0,Normal,65.0,Normal,65.0,Normal,Free Form,55,Medium,43.0,Press,65.0,Normal,Cover,60.0,54.333333333333336,57.16666666666667
435,236,9773,2012-02-22 00:00:00,52,Balanced,49.0,Little,53.0,Mixed,Organised,56.0,Normal,72.0,Lots,68.0,Lots,Organised,61,Medium,49.0,Press,60.0,Normal,Cover,65.33333333333333,56.666666666666664,61.0
436,236,9773,2013-09-20 00:00:00,52,Balanced,49.0,Little,53.0,Mixed,Organised,56.0,Normal,72.0,Lots,68.0,Lots,Organised,58,Medium,60.0,Press,57.0,Normal,Cover,65.33333333333333,58.333333333333336,61.83333333333333
437,236,9773,2014-09-19 00:00:00,52,Balanced,50.0,Normal,53.0,Mixed,Organised,56.0,Normal,66.0,Normal,68.0,Lots,Organised,58,Medium,60.0,Press,60.0,Normal,Cover,63.333333333333336,59.333333333333336,61.333333333333336
438,236,9773,2015-09-10 00:00:00,70,Fast,50.0,Normal,53.0,Mixed,Organised,56.0,Normal,66.0,Normal,68.0,Lots,Organised,58,Medium,60.0,Press,60.0,Normal,Cover,63.333333333333336,59.333333333333336,61.333333333333336
439,1903,9908,2010-02-22 00:00:00,45,Balanced,49.0,Little,45.0,Mixed,Organised,33.0,Safe,50.0,Normal,67.0,Lots,Organised,30,Deep,30.0,Contain,30.5,Narrow,Cover,50.0,30.166666666666668,40.083333333333336
440,1903,9908,2011-02-22 00:00:00,66,Balanced,49.0,Little,45.0,Mixed,Organised,41.0,Normal,69.0,Lots,72.0,Lots,Organised,34,Medium,57.0,Press,34.0,Normal,Offside Trap,60.666666666666664,41.666666666666664,51.166666666666664
441,1903,9908,2012-02-22 00:00:00,47,Balanced,49.0,Little,52.0,Mixed,Organised,52.0,Normal,54.0,Normal,52.0,Normal,Organised,45,Medium,49.0,Press,47.0,Normal,Cover,52.666666666666664,47.0,49.83333333333333
442,1903,9908,2013-09-20 00:00:00,47,Balanced,49.0,Little,52.0,Mixed,Organised,52.0,Normal,54.0,Normal,60.0,Normal,Organised,45,Medium,49.0,Press,47.0,Normal,Cover,55.333333333333336,47.0,51.16666666666667
443,1903,9908,2014-09-19 00:00:00,50,Balanced,50.0,Normal,52.0,Mixed,Organised,55.0,Normal,49.0,Normal,52.0,Normal,Organised,45,Medium,49.0,Press,47.0,Normal,Cover,52.0,47.0,49.5
444,1903,9908,2015-09-10 00:00:00,50,Balanced,39.0,Normal,54.0,Mixed,Organised,55.0,Normal,64.0,Normal,28.5,Little,Organised,54,Medium,58.0,Press,47.0,Normal,Cover,49.166666666666664,53.0,51.08333333333333
445,286,9824,2015-09-10 00:00:00,53,Balanced,32.0,Little,56.0,Mixed,Organised,38.0,Normal,53.0,Normal,46.0,Normal,Organised,42,Medium,33.0,Contain,58.0,Normal,Cover,45.666666666666664,44.333333333333336,45.0
446,894,10243,2010-02-22 00:00:00,45,Balanced,49.0,Little,60.0,Mixed,Organised,45.0,Normal,70.0,Lots,50.0,Normal,Organised,50,Medium,55.0,Press,50.0,Normal,Offside Trap,55.0,51.666666666666664,53.33333333333333
447,894,10243,2011-02-22 00:00:00,48,Balanced,49.0,Little,56.0,Mixed,Organised,49.0,Normal,61.0,Normal,55.0,Normal,Organised,54,Medium,49.0,Press,60.0,Normal,Cover,55.0,54.333333333333336,54.66666666666667
448,894,10243,2012-02-22 00:00:00,62,Balanced,49.0,Little,46.0,Mixed,Organised,50.0,Normal,50.0,Normal,54.0,Normal,Organised,47,Medium,43.0,Press,56.0,Normal,Cover,51.333333333333336,48.666666666666664,50.0
449,894,10243,2013-09-20 00:00:00,62,Balanced,49.0,Little,46.0,Mixed,Organised,50.0,Normal,50.0,Normal,54.0,Normal,Organised,47,Medium,43.0,Press,56.0,Normal,Cover,51.333333333333336,48.666666666666664,50.0
450,894,10243,2014-09-19 00:00:00,62,Balanced,49.0,Normal,46.0,Mixed,Organised,47.0,Normal,50.0,Normal,54.0,Normal,Organised,47,Medium,43.0,Press,56.0,Normal,Cover,50.333333333333336,48.666666666666664,49.5
451,894,10243,2015-09-10 00:00:00,62,Balanced,49.0,Normal,46.0,Mixed,Organised,47.0,Normal,50.0,Normal,54.0,Normal,Organised,47,Medium,43.0,Press,56.0,Normal,Cover,50.333333333333336,48.666666666666664,49.5
452,246,10235,2010-02-22 00:00:00,30,Slow,49.0,Little,30.0,Short,Organised,44.0,Normal,41.0,Normal,46.0,Normal,Organised,30,Deep,30.0,Contain,30.5,Narrow,Cover,43.666666666666664,30.166666666666668,36.916666666666664
453,246,10235,2011-02-22 00:00:00,47,Balanced,49.0,Little,53.0,Mixed,Free Form,43.0,Normal,33.0,Little,32.0,Little,Organised,48,Medium,59.0,Press,53.0,Normal,Cover,36.0,53.333333333333336,44.66666666666667
454,246,10235,2012-02-22 00:00:00,38,Balanced,49.0,Little,34.0,Mixed,Organised,60.0,Normal,44.0,Normal,50.0,Normal,Organised,43,Medium,43.0,Press,54.0,Normal,Cover,51.333333333333336,46.666666666666664,49.0
455,246,10235,2013-09-20 00:00:00,44,Balanced,49.0,Little,44.0,Mixed,Organised,48.0,Normal,62.0,Normal,50.0,Normal,Organised,43,Medium,43.0,Press,40.0,Normal,Cover,53.333333333333336,42.0,47.66666666666667
456,246,10235,2014-09-19 00:00:00,54,Balanced,40.0,Normal,60.0,Mixed,Organised,48.0,Normal,67.0,Lots,50.0,Normal,Organised,43,Medium,43.0,Press,40.0,Normal,Cover,55.0,42.0,48.5
457,246,10235,2015-09-10 00:00:00,50,Balanced,33.0,Little,48.0,Mixed,Organised,48.0,Normal,67.0,Lots,31.0,Little,Organised,43,Medium,46.0,Press,40.0,Normal,Cover,48.666666666666664,43.0,45.83333333333333
458,110374,8535,2010-02-22 00:00:00,67,Fast,49.0,Little,30.0,Short,Free Form,50.0,Normal,60.0,Normal,60.0,Normal,Free Form,45,Medium,30.0,Contain,60.0,Normal,Offside Trap,56.666666666666664,45.0,50.83333333333333
459,110374,8535,2011-02-22 00:00:00,49,Balanced,49.0,Little,50.0,Mixed,Organised,50.0,Normal,60.0,Normal,60.0,Normal,Organised,45,Medium,45.0,Press,50.0,Normal,Offside Trap,56.666666666666664,46.666666666666664,51.666666666666664
460,110374,8535,2012-02-22 00:00:00,45,Balanced,49.0,Little,50.0,Mixed,Organised,65.0,Normal,50.0,Normal,50.0,Normal,Organised,45,Medium,45.0,Press,50.0,Normal,Cover,55.0,46.666666666666664,50.83333333333333
461,110374,8535,2013-09-20 00:00:00,53,Balanced,49.0,Little,51.0,Mixed,Organised,64.0,Normal,51.0,Normal,53.0,Normal,Organised,47,Medium,47.0,Press,51.0,Normal,Cover,56.0,48.333333333333336,52.16666666666667
462,110374,8535,2014-09-19 00:00:00,34,Balanced,54.0,Normal,33.0,Short,Organised,68.0,Risky,51.0,Normal,53.0,Normal,Organised,58,Medium,59.0,Press,67.0,Wide,Cover,57.333333333333336,61.333333333333336,59.333333333333336
463,110374,8535,2015-09-10 00:00:00,34,Balanced,54.0,Normal,33.0,Short,Organised,68.0,Risky,51.0,Normal,53.0,Normal,Organised,58,Medium,59.0,Press,61.0,Normal,Cover,57.333333333333336,59.333333333333336,58.333333333333336
464,110636,8194,2010-02-22 00:00:00,65,Balanced,49.0,Little,35.0,Mixed,Organised,70.0,Risky,50.0,Normal,52.0,Normal,Free Form,45,Medium,70.0,Double,54.0,Normal,Cover,57.333333333333336,56.333333333333336,56.833333333333336
465,110636,8194,2011-02-22 00:00:00,51,Balanced,49.0,Little,38.0,Mixed,Organised,52.0,Normal,40.0,Normal,54.0,Normal,Organised,46,Medium,59.0,Press,34.0,Normal,Cover,48.666666666666664,46.333333333333336,47.5
466,110636,8194,2012-02-22 00:00:00,67,Fast,49.0,Little,47.0,Mixed,Organised,67.0,Risky,68.0,Lots,55.0,Normal,Organised,56,Medium,57.0,Press,52.0,Normal,Cover,63.333333333333336,55.0,59.16666666666667
467,110636,8194,2013-09-20 00:00:00,41,Balanced,49.0,Little,69.0,Long,Organised,55.0,Normal,68.0,Lots,52.0,Normal,Organised,24,Deep,48.0,Press,45.0,Normal,Cover,58.333333333333336,39.0,48.66666666666667
468,110636,8194,2014-09-19 00:00:00,72,Fast,69.0,Lots,57.0,Mixed,Organised,55.0,Normal,49.0,Normal,37.0,Normal,Organised,47,Medium,48.0,Press,50.0,Normal,Cover,47.0,48.333333333333336,47.66666666666667
469,110636,8194,2015-09-10 00:00:00,47,Balanced,62.0,Normal,47.0,Mixed,Organised,55.0,Normal,68.0,Lots,55.0,Normal,Organised,56,Medium,57.0,Press,52.0,Normal,Cover,59.333333333333336,55.0,57.16666666666667
470,25,8358,2010-02-22 00:00:00,50,Balanced,49.0,Little,30.0,Short,Organised,30.0,Safe,70.0,Lots,60.0,Normal,Organised,55,Medium,50.0,Press,50.0,Normal,Cover,53.333333333333336,51.666666666666664,52.5
471,25,8358,2011-02-22 00:00:00,50,Balanced,49.0,Little,47.0,Mixed,Organised,47.0,Normal,41.0,Normal,34.0,Normal,Organised,41,Medium,42.0,Press,50.0,Normal,Cover,40.666666666666664,44.333333333333336,42.5
472,25,8358,2012-02-22 00:00:00,52,Balanced,49.0,Little,61.0,Mixed,Organised,62.0,Normal,50.0,Normal,42.0,Normal,Organised,30,Deep,50.0,Press,39.0,Normal,Cover,51.333333333333336,39.666666666666664,45.5
473,25,8358,2013-09-20 00:00:00,59,Balanced,49.0,Little,38.0,Mixed,Organised,55.0,Normal,39.0,Normal,43.0,Normal,Free Form,53,Medium,62.0,Press,37.0,Normal,Cover,45.666666666666664,50.666666666666664,48.166666666666664
474,25,8358,2014-09-19 00:00:00,39,Balanced,58.0,Normal,48.0,Mixed,Organised,55.0,Normal,33.0,Little,44.0,Normal,Free Form,59,Medium,60.0,Press,39.0,Normal,Cover,44.0,52.666666666666664,48.33333333333333
475,25,8358,2015-09-10 00:00:00,59,Balanced,54.0,Normal,38.0,Mixed,Organised,55.0,Normal,44.0,Normal,45.0,Normal,Free Form,53,Medium,62.0,Press,30.5,Narrow,Cover,48.0,48.5,48.25
476,111657,9891,2010-02-22 00:00:00,30,Slow,49.0,Little,30.0,Short,Organised,30.0,Safe,45.0,Normal,65.0,Normal,Organised,30,Deep,30.0,Contain,65.0,Normal,Offside Trap,46.666666666666664,41.666666666666664,44.166666666666664
477,111657,9891,2011-02-22 00:00:00,70,Fast,49.0,Little,48.0,Mixed,Organised,46.0,Normal,45.0,Normal,65.0,Normal,Organised,61,Medium,67.0,Double,65.0,Normal,Offside Trap,52.0,64.33333333333333,58.166666666666664
478,111657,9891,2015-09-10 00:00:00,63,Balanced,48.0,Normal,46.0,Mixed,Organised,51.0,Normal,50.0,Normal,50.0,Normal,Organised,55,Medium,57.0,Press,47.0,Normal,Cover,50.333333333333336,53.0,51.66666666666667
479,144,9879,2010-02-22 00:00:00,60,Balanced,49.0,Little,70.0,Long,Organised,70.0,Risky,70.0,Lots,50.0,Normal,Organised,40,Medium,35.0,Press,40.0,Normal,Cover,63.333333333333336,38.333333333333336,50.833333333333336
480,144,9879,2011-02-22 00:00:00,50,Balanced,49.0,Little,55.0,Mixed,Organised,45.0,Normal,55.0,Normal,40.0,Normal,Organised,45,Medium,35.0,Press,50.0,Normal,Cover,46.666666666666664,43.333333333333336,45.0
481,144,9879,2012-02-22 00:00:00,48,Balanced,49.0,Little,45.0,Mixed,Organised,38.0,Normal,62.0,Normal,54.0,Normal,Organised,38,Medium,38.0,Press,62.0,Normal,Cover,51.333333333333336,46.0,48.66666666666667
482,144,9879,2013-09-20 00:00:00,52,Balanced,49.0,Little,49.0,Mixed,Organised,49.0,Normal,56.0,Normal,59.0,Normal,Organised,39,Medium,39.0,Press,57.0,Normal,Cover,54.666666666666664,45.0,49.83333333333333
483,144,9879,2014-09-19 00:00:00,52,Balanced,34.0,Normal,56.0,Mixed,Organised,58.0,Normal,41.0,Normal,54.0,Normal,Organised,29,Deep,28.0,Contain,39.0,Normal,Cover,51.0,32.0,41.5
484,144,9879,2015-09-10 00:00:00,52,Balanced,34.0,Normal,48.0,Mixed,Organised,39.0,Normal,54.0,Normal,59.0,Normal,Organised,29,Deep,30.0,Contain,39.0,Normal,Cover,50.666666666666664,32.666666666666664,41.666666666666664
485,673,9987,2010-02-22 00:00:00,45,Balanced,49.0,Little,45.0,Mixed,Organised,50.0,Normal,35.0,Normal,60.0,Normal,Organised,69,High,65.0,Press,70.0,Wide,Cover,48.333333333333336,68.0,58.16666666666667
486,673,9987,2011-02-22 00:00:00,66,Balanced,49.0,Little,52.0,Mixed,Organised,65.0,Normal,66.0,Normal,51.0,Normal,Organised,48,Medium,47.0,Press,54.0,Normal,Offside Trap,60.666666666666664,49.666666666666664,55.166666666666664
487,673,9987,2012-02-22 00:00:00,53,Balanced,49.0,Little,55.0,Mixed,Organised,55.0,Normal,48.0,Normal,56.0,Normal,Organised,47,Medium,45.0,Press,55.0,Normal,Cover,53.0,49.0,51.0
488,673,9987,2013-09-20 00:00:00,58,Balanced,49.0,Little,38.0,Mixed,Organised,67.0,Risky,48.0,Normal,56.0,Normal,Organised,47,Medium,45.0,Press,55.0,Normal,Cover,57.0,49.0,53.0
489,673,9987,2014-09-19 00:00:00,58,Balanced,52.0,Normal,38.0,Mixed,Organised,67.0,Risky,48.0,Normal,56.0,Normal,Organised,47,Medium,45.0,Press,55.0,Normal,Cover,57.0,49.0,53.0
490,673,9987,2015-09-10 00:00:00,58,Balanced,52.0,Normal,38.0,Mixed,Organised,30.0,Safe,69.0,Lots,56.0,Normal,Organised,36,Medium,57.0,Press,70.0,Wide,Cover,51.666666666666664,54.333333333333336,53.0
491,110556,10233,2010-02-22 00:00:00,70,Fast,49.0,Little,50.0,Mixed,Organised,70.0,Risky,40.0,Normal,65.0,Normal,Organised,40,Medium,65.0,Press,30.5,Narrow,Cover,58.333333333333336,45.166666666666664,51.75
492,110556,10233,2011-02-22 00:00:00,65,Balanced,49.0,Little,35.0,Mixed,Organised,50.0,Normal,50.0,Normal,50.0,Normal,Free Form,54,Medium,65.0,Press,35.0,Normal,Cover,50.0,51.333333333333336,50.66666666666667
493,110556,10233,2012-02-22 00:00:00,50,Balanced,49.0,Little,50.0,Mixed,Organised,50.0,Normal,50.0,Normal,50.0,Normal,Organised,45,Medium,45.0,Press,50.0,Normal,Cover,50.0,46.666666666666664,48.33333333333333
494,110556,10233,2013-09-20 00:00:00,64,Balanced,49.0,Little,38.0,Mixed,Organised,66.0,Normal,67.0,Lots,49.0,Normal,Organised,46,Medium,47.0,Press,53.0,Normal,Offside Trap,60.666666666666664,48.666666666666664,54.666666666666664
495,110556,10233,2014-09-19 00:00:00,64,Balanced,52.0,Normal,68.0,Long,Organised,66.0,Normal,53.0,Normal,49.0,Normal,Organised,23,Deep,47.0,Press,53.0,Normal,Cover,56.0,41.0,48.5
496,110556,10233,2015-09-10 00:00:00,64,Balanced,52.0,Normal,68.0,Long,Organised,66.0,Normal,45.0,Normal,28.5,Little,Organised,27,Deep,47.0,Press,53.0,Normal,Cover,46.5,42.333333333333336,44.41666666666667
497,674,9991,2010-02-22 00:00:00,70,Fast,49.0,Little,65.0,Mixed,Organised,60.0,Normal,50.0,Normal,60.0,Normal,Organised,45,Medium,50.0,Press,40.0,Normal,Cover,56.666666666666664,45.0,50.83333333333333
498,674,9991,2011-02-22 00:00:00,55,Balanced,49.0,Little,55.0,Mixed,Organised,54.0,Normal,74.0,Lots,56.0,Normal,Organised,61,Medium,39.0,Press,38.0,Normal,Cover,61.333333333333336,46.0,53.66666666666667
499,674,9991,2012-02-22 00:00:00,50,Balanced,49.0,Little,47.0,Mixed,Organised,55.0,Normal,66.0,Normal,47.0,Normal,Organised,48,Medium,45.0,Press,52.0,Normal,Cover,56.0,48.333333333333336,52.16666666666667
500,674,9991,2013-09-20 00:00:00,50,Balanced,49.0,Little,37.0,Mixed,Organised,28.0,Safe,66.0,Normal,34.0,Normal,Free Form,50,Medium,53.0,Press,40.0,Normal,Cover,42.666666666666664,47.666666666666664,45.166666666666664
501,674,9991,2014-09-19 00:00:00,50,Balanced,55.0,Normal,37.0,Mixed,Organised,28.0,Safe,66.0,Normal,34.0,Normal,Organised,55,Medium,59.0,Press,52.0,Normal,Cover,42.666666666666664,55.333333333333336,49.0
502,674,9991,2015-09-10 00:00:00,50,Balanced,55.0,Normal,37.0,Mixed,Organised,42.0,Normal,66.0,Normal,34.0,Normal,Organised,49,Medium,54.0,Press,52.0,Normal,Cover,47.333333333333336,51.666666666666664,49.5
503,1860,8305,2010-02-22 00:00:00,30,Slow,49.0,Little,35.0,Mixed,Organised,35.0,Normal,50.0,Normal,70.0,Lots,Free Form,40,Medium,30.0,Contain,50.0,Normal,Offside Trap,51.666666666666664,40.0,45.83333333333333
504,1860,8305,2011-02-22 00:00:00,54,Balanced,49.0,Little,45.0,Mixed,Organised,38.0,Normal,54.0,Normal,57.0,Normal,Organised,59,Medium,39.0,Press,66.0,Normal,Cover,49.666666666666664,54.666666666666664,52.166666666666664
505,1860,8305,2012-02-22 00:00:00,25,Slow,49.0,Little,40.0,Mixed,Organised,58.0,Normal,42.0,Normal,52.0,Normal,Organised,49,Medium,45.0,Press,47.0,Normal,Cover,50.666666666666664,47.0,48.83333333333333
506,1860,8305,2013-09-20 00:00:00,29,Slow,49.0,Little,40.0,Mixed,Organised,58.0,Normal,42.0,Normal,52.0,Normal,Organised,49,Medium,45.0,Press,47.0,Normal,Cover,50.666666666666664,47.0,48.83333333333333
507,1860,8305,2014-09-19 00:00:00,35,Balanced,42.0,Normal,40.0,Mixed,Organised,58.0,Normal,42.0,Normal,52.0,Normal,Organised,49,Medium,45.0,Press,47.0,Normal,Cover,50.666666666666664,47.0,48.83333333333333
508,1860,8305,2015-09-10 00:00:00,34,Balanced,41.0,Normal,38.0,Mixed,Organised,55.0,Normal,39.0,Normal,49.0,Normal,Organised,43,Medium,42.0,Press,49.0,Normal,Cover,47.666666666666664,44.666666666666664,46.166666666666664
509,110316,6391,2013-09-20 00:00:00,61,Balanced,49.0,Little,52.0,Mixed,Organised,55.0,Normal,66.0,Normal,58.0,Normal,Organised,47,Medium,46.0,Press,53.0,Normal,Cover,59.666666666666664,48.666666666666664,54.166666666666664
